OCC_CODE,OCC_TITLE,TOT_EMP_2016,perc_2016,TOT_EMP_2015,,TOT_EMP_2014,,TOT_EMP_2013,,TOT_EMP_2012,,A_MEAN_2016,A_MEAN_2015,A_MEAN_2014,A_MEAN_2013,A_MEAN_2012,A_MEDIAN_2016,A_MEDIAN_2015,A_MEDIAN_2014,A_MEDIAN_2013,A_MEDIAN_2012
Arts design entertainment sports and media occupations,"Camera Operators, Television, Video, and Motion Picture","21,710",1.14,"20,060",,"18,310",,"16,860",,"16,410",,63200,59360,56510,52530,49010,"55,080","49,080","48,080","42,530","40,300"
Arts design entertainment sports and media occupations,Film and Video Editors,"29,880",1.57,"27,660",,"24,460",,"21,920",,"21,500",,82190,80300,75090,69490,64060,"62,760","61,750","57,210","54,490","51,300"
Arts design entertainment sports and media occupations,"Media and Communication Equipment Workers, All Other","18,620",0.98,"17,670",,"17,650",,"16,090",,"14,090",,76500,70920,68220,66570,68570,"75,700","70,590","68,910","67,640","68,810"
Healthcare practitioners and technical occupations,Chiropractors,"32,960",0.4,"32,080",,"29,830",,"28,850",,"27,740",,81210,78370,79760,78410,79550,"67,520","64,440","66,720","65,300","66,160"
Healthcare practitioners and technical occupations,"Dentists, General","105,620",1.27,"100,080",,"97,990",,"96,000",,"93,580",,173860,172350,166810,164570,163240,"153,900","152,700","149,540","146,340","145,240"
Healthcare practitioners and technical occupations,Oral and Maxillofacial Surgeons,"5,380",0.06,"5,000",,"5,120",,"5,280",,"4,990",,232870,233900,219600,218960,216440,#,#,#,#,#
Healthcare practitioners and technical occupations,Orthodontists,"5,200",0.06,"5,410",,"6,190",,"5,570",,"5,530",,228780,221390,201030,196270,186320,#,#,#,#,#
Healthcare practitioners and technical occupations,Prosthodontists,750,0.01,710,,630,,290,,310,,168140,161020,142830,128310,168120,"126,050","119,740","100,280","91,260","169,130"
Healthcare practitioners and technical occupations,"Dentists, All Other Specialists","5,380",0.06,"5,550",,"5,450",,"5,160",,"5,150",,171900,171040,168580,170340,164780,"173,000","171,000","170,110","163,450","154,990"
Healthcare practitioners and technical occupations,Dietitians and Nutritionists,"61,430",0.74,"59,740",,"59,490",,"59,530",,"58,240",,59670,58410,57440,56300,56170,"58,920","57,910","56,950","55,920","55,240"
Healthcare practitioners and technical occupations,Optometrists,"36,430",0.44,"35,300",,"33,340",,"32,040",,"29,180",,117580,115750,113010,111640,109810,"106,140","103,900","101,410","101,290","97,820"
Healthcare practitioners and technical occupations,Pharmacists,"305,510",3.67,"295,620",,"290,780",,"287,420",,"281,560",,120270,119270,118470,116500,114950,"122,230","121,500","120,950","119,280","116,670"
Healthcare practitioners and technical occupations,Anesthesiologists,"30,190",0.36,"29,220",,"30,060",,"30,200",,"29,930",,269600,258100,246320,235070,232830,#,#,#,#,#
Healthcare practitioners and technical occupations,Family and General Practitioners,"122,970",1.48,"127,430",,"124,810",,"120,860",,"110,050",,200810,192120,186320,183940,180850,"190,490","184,390","180,180","176,530","172,020"
Healthcare practitioners and technical occupations,"Internists, General","45,290",0.54,"48,920",,"48,390",,"46,410",,"45,210",,201840,196520,190530,188440,191520,"196,380",#,#,"186,850",#
Healthcare practitioners and technical occupations,Obstetricians and Gynecologists,"19,800",0.24,"20,090",,"21,740",,"21,730",,"20,880",,234310,222400,214750,212570,216760,#,#,#,#,#
Healthcare practitioners and technical occupations,"Pediatricians, General","26,960",0.32,"28,660",,"31,010",,"30,890",,"30,560",,184240,183180,175400,170530,167640,"168,990","170,300","163,350","157,610","154,650"
Healthcare practitioners and technical occupations,Psychiatrists,"24,820",0.3,"24,060",,"25,080",,"25,040",,"24,210",,200220,193680,182700,182660,177520,"194,740",#,"181,880","178,950","173,330"
Healthcare practitioners and technical occupations,Surgeons,"41,190",0.5,"41,600",,"41,070",,"41,030",,"42,410",,252910,247520,240440,233150,230540,#,#,#,#,#
Healthcare practitioners and technical occupations,"Physicians and Surgeons, All Other","338,620",4.07,"322,740",,"311,320",,"307,220",,"308,410",,205560,197700,189760,187200,184820,"206,920",#,#,#,#
Healthcare practitioners and technical occupations,Physician Assistants,"104,050",1.25,"98,470",,"91,670",,"88,110",,"83,640",,102090,99270,97280,94350,92460,"101,480","98,180","95,820","92,970","90,930"
Healthcare practitioners and technical occupations,Podiatrists,"9,800",0.12,"9,500",,"8,910",,"8,850",,"9,090",,144110,136180,137480,135070,132470,"124,830","119,340","120,700","118,210","116,440"
Healthcare practitioners and technical occupations,Occupational Therapists,"118,070",1.42,"114,660",,"110,520",,"108,410",,"105,540",,83730,81690,80000,77890,76400,"81,910","80,150","78,810","76,940","75,400"
Healthcare practitioners and technical occupations,Physical Therapists,"216,920",2.61,"209,690",,"200,670",,"195,670",,"191,460",,87220,85790,83940,82180,81110,"85,400","84,020","82,390","81,030","79,860"
Healthcare practitioners and technical occupations,Radiation Therapists,"17,450",0.21,"16,930",,"16,380",,"16,950",,"18,230",,84980,84460,83710,81740,80410,"80,160","80,220","80,090","79,140","77,560"
Healthcare practitioners and technical occupations,Recreational Therapists,"18,100",0.22,"17,880",,"17,950",,"18,640",,"19,180",,48190,47790,46060,45520,44280,"46,410","45,890","44,000","43,180","42,280"
Healthcare practitioners and technical occupations,Respiratory Therapists,"126,770",1.52,"120,330",,"119,410",,"118,640",,"116,960",,60640,59640,58490,57880,57200,"58,670","57,790","56,730","56,290","55,870"
Healthcare practitioners and technical occupations,Speech-Language Pathologists,"135,980",1.63,"131,450",,"126,500",,"125,050",,"121,690",,78210,76900,74900,73970,72730,"74,680","73,410","71,550","70,810","69,870"
Healthcare practitioners and technical occupations,Exercise Physiologists,"6,880",0.08,"6,620",,"6,660",,"6,010",,"5,820",,50310,49740,49040,48790,47610,"47,340","47,010","46,270","46,020","44,770"
Healthcare practitioners and technical occupations,"Therapists, All Other","11,320",0.14,"10,890",,"11,770",,"11,280",,"12,480",,60590,59210,59190,58610,56760,"56,700","56,010","55,900","55,350","53,210"
Healthcare practitioners and technical occupations,Veterinarians,"67,650",0.81,"65,650",,"62,470",,"59,230",,"56,020",,100560,99000,98230,96140,93250,"88,770","88,490","87,590","86,640","84,460"
Healthcare practitioners and technical occupations,Registered Nurses,"2,857,180",34.35,"2,745,910",,"2,687,310",,"2,661,890",,"2,633,980",,72180,71000,69790,68910,67930,"68,450","67,490","66,640","66,220","65,470"
Healthcare practitioners and technical occupations,Nurse Anesthetists,"39,860",0.48,"39,410",,"36,590",,"35,430",,"34,180",,164030,160250,158900,157690,154390,"160,270","157,140","153,780","151,090","148,160"
Healthcare practitioners and technical occupations,Nurse Midwives,"6,270",0.08,"7,430",,"5,110",,"5,460",,"5,710",,102390,93610,97700,92230,91070,"99,770","92,510","96,970","92,290","89,600"
Healthcare practitioners and technical occupations,Nurse Practitioners,"150,230",1.81,"136,060",,"122,050",,"113,370",,"105,780",,104610,101260,97990,95070,91450,"100,910","98,190","95,350","92,670","89,960"
Healthcare practitioners and technical occupations,Audiologists,"12,310",0.15,"12,070",,"12,250",,"11,550",,"12,060",,79290,77420,76790,74360,72890,"75,980","74,890","73,060","71,170","69,720"
Healthcare practitioners and technical occupations,"Health Diagnosing and Treating Practitioners, All Other","36,280",0.44,"35,750",,"35,310",,"33,070",,"30,590",,84800,85120,85050,86720,85740,"74,530","74,710","73,400","72,870","72,710"
Healthcare practitioners and technical occupations,Medical and Clinical Laboratory Technologists,"166,730",2,"162,950",,"161,710",,"162,630",,"160,700",,62440,61860,60560,59460,58640,"61,070","60,520","59,430","58,430","57,580"
Healthcare practitioners and technical occupations,Medical and Clinical Laboratory Technicians,"160,190",1.93,"157,610",,"160,460",,"157,080",,"157,920",,41700,41420,40750,40240,39340,"38,950","38,970","38,370","37,970","37,240"
Healthcare practitioners and technical occupations,Dental Hygienists,"204,990",2.46,"200,550",,"196,520",,"192,330",,"190,290",,73440,72720,71970,71530,70700,"72,910","72,330","71,520","71,110","70,210"
Healthcare practitioners and technical occupations,Cardiovascular Technologists and Technicians,"53,760",0.65,"51,400",,"51,080",,"51,010",,"50,530",,57100,56100,55210,53990,53050,"55,570","54,880","54,330","53,210","52,070"
Healthcare practitioners and technical occupations,Diagnostic Medical Sonographers,"65,790",0.79,"61,250",,"59,760",,"58,250",,"57,700",,71750,70880,68390,67170,66360,"69,650","68,970","67,530","66,410","65,860"
Healthcare practitioners and technical occupations,Nuclear Medicine Technologists,"19,650",0.24,"19,740",,"20,320",,"20,020",,"20,480",,75960,74990,73230,71970,70840,"74,350","73,360","72,100","71,120","70,180"
Healthcare practitioners and technical occupations,Radiologic Technologists,"200,650",2.41,"195,590",,"193,400",,"194,000",,"194,790",,59260,58520,57510,56760,56450,"57,450","56,670","55,870","55,200","54,620"
Healthcare practitioners and technical occupations,Magnetic Resonance Imaging Technologists,"35,850",0.43,"33,460",,"33,130",,"32,000",,"29,560",,69240,68340,67300,65960,65410,"68,420","67,720","67,090","66,050","65,360"
Healthcare practitioners and technical occupations,Emergency Medical Technicians and Paramedics,"244,960",2.94,"236,890",,"235,760",,"237,660",,"232,860",,36110,35430,35110,34870,34370,"32,670","31,980","31,700","31,270","31,020"
Healthcare practitioners and technical occupations,Dietetic Technicians,"32,240",0.39,"28,950",,"28,690",,"26,420",,"24,660",,29360,29170,28600,28580,28680,"26,350","26,040","25,780","25,620","26,260"
Healthcare practitioners and technical occupations,Pharmacy Technicians,"398,390",4.79,"379,430",,"368,760",,"362,690",,"353,340",,32170,31680,31090,30840,30430,"30,920","30,410","29,810","29,650","29,320"
Healthcare practitioners and technical occupations,Psychiatric Technicians,"61,720",0.74,"58,450",,"64,540",,"66,760",,"67,760",,35870,36280,35160,33470,33140,"30,970","31,140","31,130","29,880","30,050"
Healthcare practitioners and technical occupations,Respiratory Therapy Technicians,"10,600",0.13,"10,000",,"10,610",,"12,070",,"13,460",,50520,49720,48800,47850,47510,"49,780","48,490","47,810","47,040","46,760"
Healthcare practitioners and technical occupations,Surgical Technologists,"105,720",1.27,"100,270",,"98,450",,"97,930",,"97,150",,46800,45940,45010,44420,43480,"45,160","44,330","43,350","42,720","41,790"
Healthcare practitioners and technical occupations,Veterinary Technologists and Technicians,"99,390",1.19,"95,790",,"93,300",,"87,870",,"83,350",,33870,33280,32350,31760,31470,"32,490","31,800","31,070","30,500","30,290"
Healthcare practitioners and technical occupations,Ophthalmic Medical Technicians,"43,990",0.53,"39,160",,"36,470",,"33,740",,"29,170",,37040,36690,36520,36280,35590,"35,530","35,350","35,230","34,940","34,240"
Healthcare practitioners and technical occupations,Licensed Practical and Licensed Vocational Nurses,"702,400",8.44,"697,250",,"695,610",,"705,200",,"718,800",,44840,44030,43420,42910,42400,"44,090","43,170","42,490","41,920","41,540"
Healthcare practitioners and technical occupations,Medical Records and Health Information Technicians,"200,140",2.41,"189,930",,"184,740",,"180,760",,"182,370",,41460,40430,38860,37710,36770,"38,040","37,110","35,900","34,970","34,160"
Healthcare practitioners and technical occupations,"Opticians, Dispensing","75,270",0.9,"73,520",,"73,110",,"68,390",,"64,930",,37860,36820,36260,35710,35010,"35,530","34,840","34,280","33,770","33,330"
Healthcare practitioners and technical occupations,Orthotists and Prosthetists,"7,500",0.09,"7,100",,"7,830",,"8,330",,"7,890",,69920,69960,70690,70740,69960,"65,630","64,430","64,040","62,970","62,670"
Healthcare practitioners and technical occupations,Hearing Aid Specialists,"6,740",0.08,"5,920",,"5,570",,"5,170",,"4,980",,53000,52850,47820,47900,46780,"50,250","49,600","43,010","43,400","41,430"
Healthcare practitioners and technical occupations,"Health Technologists and Technicians, All Other","122,170",1.47,"104,020",,"96,170",,"88,990",,"84,510",,46020,45730,45620,44960,44400,"41,070","41,260","41,420","40,900","40,700"
Healthcare practitioners and technical occupations,Occupational Health and Safety Specialists,"76,630",0.92,"70,220",,"65,130",,"62,830",,"59,610",,72480,71790,70470,69050,67960,"70,920","70,210","69,210","67,960","66,790"
Healthcare practitioners and technical occupations,Occupational Health and Safety Technicians,"16,560",0.2,"16,050",,"13,990",,"13,660",,"11,890",,52520,51270,51270,50390,50150,"48,820","48,070","48,120","47,380","47,440"
Healthcare practitioners and technical occupations,Athletic Trainers,"24,130",0.29,"23,450",,"22,400",,"22,340",,"20,780",,47880,46940,45730,44720,44010,"45,630","44,670","43,370","42,790","42,090"
Healthcare practitioners and technical occupations,Genetic Counselors,"2,720",0.03,"2,520",,"2,180",,"1,980",,"2,000",,74960,74570,69540,62800,55820,"74,120","72,090","67,500","63,590","56,800"
Healthcare practitioners and technical occupations,"Healthcare Practitioners and Technical Workers, All Other","36,000",0.43,"39,440",,"40,840",,"44,560",,"48,130",,57960,56400,56300,55210,53610,"48,820","48,270","49,430","48,610","46,180"
Healthcare support occupations,Home Health Aides,"814,300",20.14,"820,630",,"799,080",,"806,710",,"839,930",,23600,22870,22400,22050,21830,"22,600","21,920","21,380","21,020","20,820"
Healthcare support occupations,Psychiatric Aides,"67,410",1.67,"69,550",,"72,860",,"75,340",,"77,880",,28770,28170,28430,26990,26680,"26,720","26,190","26,220","25,120","24,580"
Healthcare support occupations,Nursing Assistants,"1,443,150",35.69,"1,420,570",,"1,427,740",,"1,427,830",,"1,420,020",,27650,26820,26250,26020,25620,"26,590","25,710","25,100","24,890","24,420"
Healthcare support occupations,Orderlies,"52,940",1.31,"52,660",,"52,420",,"52,030",,"53,920",,28550,27580,26670,26340,25700,"26,690","25,580","24,650","24,440","23,990"
Healthcare support occupations,Occupational Therapy Assistants,"38,170",0.94,"35,460",,"32,230",,"30,450",,"29,500",,59530,58340,57260,55250,53090,"59,010","57,870","56,950","55,270","53,240"
Healthcare support occupations,Occupational Therapy Aides,"7,210",0.18,"7,570",,"8,570",,"8,710",,"7,950",,31840,31090,29040,28900,29870,"28,330","27,800","26,550","26,350","26,850"
Healthcare support occupations,Physical Therapist Assistants,"85,580",2.12,"81,230",,"76,910",,"72,640",,"69,810",,56850,55250,54330,53320,52320,"56,610","55,170","54,410","53,360","52,160"
Healthcare support occupations,Physical Therapist Aides,"50,030",1.24,"50,540",,"48,730",,"48,630",,"48,700",,27890,27440,26660,25990,25410,"25,680","25,120","24,650","24,310","23,880"
Healthcare support occupations,Massage Therapists,"95,830",2.37,"92,090",,"87,670",,"79,040",,"71,040",,44480,43170,41790,40400,40350,"39,860","38,040","37,180","35,920","35,970"
Healthcare support occupations,Dental Assistants,"327,290",8.09,"323,110",,"314,330",,"309,540",,"300,160",,37890,36920,36260,35640,35080,"36,940","35,980","35,390","34,900","34,500"
Healthcare support occupations,Medical Assistants,"623,560",15.42,"601,240",,"584,970",,"571,690",,"553,140",,32850,31910,31220,30780,30550,"31,540","30,590","29,960","29,610","29,370"
Healthcare support occupations,Medical Equipment Preparers,"52,500",1.3,"50,330",,"50,550",,"51,300",,"50,230",,35960,34950,33850,33320,32260,"34,400","33,330","32,260","31,720","30,820"
Healthcare support occupations,Medical Transcriptionists,"54,070",1.34,"57,830",,"61,210",,"68,350",,"74,810",,37150,35720,35580,35260,34650,"35,720","34,890","34,750","34,590","34,020"
Healthcare support occupations,Pharmacy Aides,"36,660",0.91,"38,040",,"41,240",,"42,250",,"42,600",,28420,27460,25540,24510,23460,"25,240","24,450","23,200","22,580","21,860"
Healthcare support occupations,Veterinary Assistants and Laboratory Animal Caretakers,"79,990",1.98,"75,620",,"71,060",,"71,800",,"71,500",,26810,25940,25370,25110,24740,"25,250","24,360","23,790","23,550","23,130"
Healthcare support occupations,Phlebotomists,"120,970",2.99,"118,160",,"111,950",,"108,210",,"100,380",,33750,32770,31890,31410,30910,"32,710","31,630","30,670","30,150","29,730"
Healthcare support occupations,"Healthcare Support Workers, All Other","93,830",2.32,"95,290",,"98,980",,"99,880",,"103,890",,37720,36920,35440,34950,33880,"36,330","35,780","34,620","34,150","32,800"
Protective service occupations,First-Line Supervisors of Correctional Officers,"43,230",1.28,"42,520",,"45,150",,"44,980",,"44,830",,65100,62770,61790,61540,60970,"60,560","59,720","57,970","57,700","57,840"
Protective service occupations,First-Line Supervisors of Police and Detectives,"100,200",2.96,"100,370",,"101,420",,"101,320",,"99,860",,88400,85810,84260,82710,82060,"84,840","82,090","80,930","79,190","78,270"
Protective service occupations,First-Line Supervisors of Fire Fighting and Prevention Workers,"57,170",1.69,"58,110",,"59,870",,"59,700",,"60,600",,77050,74970,73550,72670,71190,"74,540","72,230","70,670","70,040","68,210"
Protective service occupations,"First-Line Supervisors of Protective Service Workers, All Other","72,880",2.15,"69,660",,"67,310",,"64,510",,"61,640",,50690,49540,48440,48000,47940,"47,820","46,900","45,830","45,830","45,820"
Protective service occupations,Firefighters,"315,910",9.33,"318,790",,"308,790",,"302,870",,"297,700",,50520,49330,48750,48270,47850,"48,030","46,870","45,970","45,600","45,250"
Protective service occupations,Fire Inspectors and Investigators,"11,910",0.35,"12,290",,"11,370",,"11,520",,"11,860",,61660,59800,58980,58100,57400,"58,440","56,730","56,130","55,440","53,990"
Protective service occupations,Forest Fire Inspectors and Prevention Specialists,"1,650",0.05,"1,650",,"1,630",,"1,730",,"1,800",,44300,44740,43230,40640,41860,"36,230","36,650","36,430","33,610","35,780"
Protective service occupations,Bailiffs,"17,880",0.53,"17,730",,"16,310",,"16,360",,"16,240",,45740,44900,42360,40620,39840,"42,670","41,670","38,150","37,080","36,840"
Protective service occupations,Correctional Officers and Jailers,"431,600",12.75,"427,790",,"434,420",,"432,680",,"434,870",,46750,45320,44910,44350,43550,"42,820","40,530","39,780","39,550","39,040"
Protective service occupations,Detectives and Criminal Investigators,"104,980",3.1,"106,580",,"108,720",,"109,960",,"109,230",,81490,79620,80540,79030,77860,"78,120","77,210","79,870","76,730","74,300"
Protective service occupations,Fish and Game Wardens,"6,610",0.2,"5,630",,"5,820",,"6,640",,"6,320",,54760,54970,53260,50470,49400,"51,730","52,780","50,880","48,760","48,070"
Protective service occupations,Parking Enforcement Workers,"8,920",0.26,"8,710",,"8,680",,"8,790",,"9,210",,39650,38280,37750,37220,36810,"37,950","36,530","36,570","36,190","35,690"
Protective service occupations,Police and Sheriff's Patrol Officers,"657,690",19.42,"653,740",,"638,810",,"635,380",,"632,000",,62760,61270,59560,58720,57770,"59,680","58,320","56,810","56,130","55,270"
Protective service occupations,Transit and Railroad Police,"4,810",0.14,"3,720",,"3,380",,"4,060",,"4,140",,67850,62090,53170,58200,57880,"66,610","59,670","51,690","55,490","55,210"
Protective service occupations,Animal Control Workers,"12,970",0.38,"13,180",,"13,450",,"13,590",,"13,890",,36600,35330,34370,33870,33470,"34,550","33,450","32,560","32,020","31,680"
Protective service occupations,Private Detectives and Investigators,"28,490",0.84,"30,460",,"26,880",,"25,820",,"23,390",,53530,52840,52880,53890,50780,"48,190","45,610","44,570","46,250","45,740"
Protective service occupations,Gaming Surveillance Officers and Gaming Investigators,"10,460",0.31,"10,650",,"10,030",,"10,260",,"9,150",,35280,33880,32290,31970,32040,"32,630","31,170","29,840","29,440","29,610"
Protective service occupations,Security Guards,"1,103,120",32.58,"1,097,660",,"1,077,520",,"1,066,730",,"1,046,420",,29730,28460,28040,27550,27240,"25,770","24,630","24,410","24,070","23,970"
Protective service occupations,Crossing Guards,"72,900",2.15,"68,640",,"66,310",,"68,050",,"70,390",,29190,27730,27040,26530,26160,"26,700","25,100","24,750","23,890","23,910"
Protective service occupations,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","145,100",4.28,"141,670",,"135,070",,"130,700",,"125,770",,22640,21930,21030,20890,20720,"20,290","19,500","19,090","19,040","18,950"
Protective service occupations,Transportation Security Screeners,"42,750",1.26,"41,820",,"43,220",,"45,790",,"47,200",,40160,40050,38600,37400,37130,"39,680","39,310","38,090","37,090","36,850"
Protective service occupations,"Protective Service Workers, All Other","135,120",3.99,"120,270",,"113,020",,"96,260",,"81,290",,32880,32690,32360,33450,33680,"28,720","28,650","28,440","30,020","30,460"
Food preparation and serving related occupations,Chefs and Head Cooks,"134,190",1.03,"129,370",,"118,130",,"107,730",,"97,370",,47390,45920,45880,46620,46570,"43,180","41,500","41,610","42,490","42,480"
Food preparation and serving related occupations,First-Line Supervisors of Food Preparation and Serving Workers,"908,550",7,"884,090",,"867,340",,"842,540",,"817,600",,34700,33330,32420,31980,31820,"31,480","30,340","29,560","29,320","29,270"
Food preparation and serving related occupations,"Cooks, Fast Food","513,200",3.95,"520,010",,"519,910",,"507,940",,"504,740",,20570,19610,19030,18870,18780,"19,860","19,080","18,540","18,470","18,410"
Food preparation and serving related occupations,"Cooks, Institution and Cafeteria","409,850",3.16,"404,980",,"402,800",,"399,940",,"395,280",,26370,25560,24970,24670,24340,"24,750","23,960","23,440","23,170","22,860"
Food preparation and serving related occupations,"Cooks, Private Household",370,0,380,,560,,590,,540,,42220,37680,27500,27350,27840,"32,060","26,300","22,940","23,240","23,470"
Food preparation and serving related occupations,"Cooks, Restaurant","1,217,370",9.38,"1,150,760",,"1,104,790",,"1,057,550",,"1,000,710",,25430,24430,23700,23440,23300,"24,140","23,100","22,490","22,160","22,030"
Food preparation and serving related occupations,"Cooks, Short Order","183,990",1.42,"193,170",,"180,800",,"167,480",,"162,320",,23130,21940,21430,21160,21240,"21,890","20,780","20,190","19,780","19,730"
Food preparation and serving related occupations,"Cooks, All Other","15,490",0.12,"15,160",,"18,600",,"21,160",,"21,050",,29210,28240,26780,26230,25310,"27,120","26,350","24,970","24,080","23,250"
Food preparation and serving related occupations,Food Preparation Workers,"850,670",6.55,"862,740",,"850,220",,"824,080",,"785,370",,22920,22050,21340,21110,20910,"21,440","20,180","19,560","19,440","19,300"
Food preparation and serving related occupations,Bartenders,"603,320",4.65,"589,150",,"579,700",,"555,560",,"538,220",,25580,24110,22620,21770,21630,"20,800","19,530","19,050","18,920","18,900"
Food preparation and serving related occupations,"Combined Food Preparation and Serving Workers, Including Fast Food","3,426,090",26.39,"3,216,460",,"3,131,390",,"3,022,880",,"2,943,810",,20460,19710,19110,18880,18720,"19,440","18,910","18,410","18,330","18,260"
Food preparation and serving related occupations,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop","499,550",3.85,"486,650",,"476,470",,"451,730",,"434,220",,21380,20590,19820,19650,19430,"19,970","19,230","18,740","18,700","18,560"
Food preparation and serving related occupations,Waiters and Waitresses,"2,564,610",19.76,"2,505,630",,"2,445,230",,"2,403,960",,"2,332,020",,24410,23020,21640,20880,20710,"19,990","19,250","18,730","18,590","18,540"
Food preparation and serving related occupations,"Food Servers, Nonrestaurant","261,520",2.01,"257,070",,"250,840",,"244,820",,"237,740",,23490,23010,22510,22400,22010,"21,240","20,420","19,900","19,920","19,640"
Food preparation and serving related occupations,Dining Room and Cafeteria Attendants and Bartender Helpers,"423,080",3.26,"412,830",,"410,460",,"409,700",,"395,750",,22340,21400,20510,19940,19690,"20,200","19,280","18,760","18,610","18,500"
Food preparation and serving related occupations,Dishwashers,"506,450",3.9,"505,000",,"502,280",,"498,110",,"501,910",,21260,20360,19540,19180,18930,"20,800","19,340","18,780","18,610","18,460"
Food preparation and serving related occupations,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","404,360",3.11,"391,150",,"372,670",,"360,970",,"341,400",,21410,20530,19940,19670,19570,"19,980","19,180","18,720","18,640","18,580"
Food preparation and serving related occupations,"Food Preparation and Serving Related Workers, All Other","59,060",0.45,"52,470",,"45,520",,"37,880",,"36,850",,23200,23060,23060,23330,23390,"21,090","20,380","20,510","20,680","20,300"
Building and grounds cleaning and maintenance occupations,First-Line Supervisors of Housekeeping and Janitorial Workers,"161,140",3.64,"166,920",,"168,960",,"169,920",,"170,690",,41240,40060,39110,38380,37830,"38,190","37,050","36,270","35,680","35,310"
Building and grounds cleaning and maintenance occupations,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","103,070",2.33,"103,450",,"101,190",,"99,620",,"99,010",,48790,46900,46020,45560,45100,"45,740","43,980","43,160","42,570","42,160"
Building and grounds cleaning and maintenance occupations,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","2,161,740",48.84,"2,146,880",,"2,137,730",,"2,101,810",,"2,097,380",,27030,26180,25460,25140,24850,"24,190","23,440","22,840","22,590","22,320"
Building and grounds cleaning and maintenance occupations,Maids and Housekeeping Cleaners,"924,640",20.89,"926,240",,"929,540",,"917,470",,"894,920",,23830,22990,22500,22130,21820,"21,820","20,740","20,120","19,780","19,570"
Building and grounds cleaning and maintenance occupations,"Building Cleaning Workers, All Other","15,020",0.34,"16,480",,"15,620",,"15,790",,"13,530",,30960,30200,29920,30300,29390,"29,700","29,250","28,440","28,630","27,570"
Building and grounds cleaning and maintenance occupations,Pest Control Workers,"72,830",1.65,"70,250",,"67,640",,"64,450",,"61,380",,35020,34080,32850,32480,32190,"33,040","32,160","30,660","30,330","30,060"
Building and grounds cleaning and maintenance occupations,Landscaping and Groundskeeping Workers,"906,570",20.48,"895,600",,"868,770",,"839,780",,"830,640",,28560,27460,26720,26300,25870,"26,320","25,030","24,290","23,940","23,570"
Building and grounds cleaning and maintenance occupations,"Pesticide Handlers, Sprayers, and Applicators, Vegetation","25,230",0.57,"24,200",,"23,790",,"22,830",,"23,650",,35720,34570,33070,32690,32000,"33,740","32,540","31,240","30,820","30,270"
Building and grounds cleaning and maintenance occupations,Tree Trimmers and Pruners,"40,680",0.92,"40,160",,"39,640",,"40,720",,"39,750",,37310,36030,35150,34470,33850,"35,030","33,500","32,960","32,590","32,310"
Building and grounds cleaning and maintenance occupations,"Grounds Maintenance Workers, All Other","15,170",0.34,"16,890",,"18,570",,"19,030",,"15,300",,32930,33340,32660,31720,30620,"28,470","29,220","28,800","28,120","26,760"
Personal care and service occupations,Gaming Supervisors,"22,130",0.49,"22,640",,"24,100",,"25,150",,"24,760",,50810,50130,49660,48940,49700,"50,520","49,730","49,420","48,250","49,290"
Personal care and service occupations,Slot Supervisors,"7,640",0.17,"7,700",,"7,000",,"7,730",,"7,730",,38300,37550,35270,33800,34200,"36,080","35,680","33,270","31,470","32,390"
Personal care and service occupations,First-Line Supervisors of Personal Service Workers,"190,420",4.22,"177,700",,"161,990",,"150,300",,"141,960",,39830,38670,38240,38260,38300,"36,700","35,710","35,250","35,300","35,150"
Personal care and service occupations,Animal Trainers,"13,590",0.3,"11,720",,"11,170",,"10,610",,"11,170",,34580,33600,32400,31030,30340,"27,690","26,610","25,770","25,320","25,270"
Personal care and service occupations,Nonfarm Animal Caretakers,"187,360",4.15,"174,060",,"161,820",,"154,350",,"150,140",,24420,23630,22970,22510,22370,"21,990","21,010","20,340","19,910","19,690"
Personal care and service occupations,Gaming Dealers,"94,570",2.09,"94,900",,"96,060",,"98,790",,"98,310",,21990,21810,21040,20890,22410,"19,290","19,000","18,560","18,480","18,630"
Personal care and service occupations,Gaming and Sports Book Writers and Runners,"11,460",0.25,"12,370",,"12,160",,"12,760",,"12,710",,25710,26170,25650,25870,24790,"22,600","22,700","22,560","22,510","21,810"
Personal care and service occupations,"Gaming Service Workers, All Other","12,140",0.27,"12,280",,"16,220",,"13,750",,"12,850",,28300,26380,26890,26860,26500,"24,880","24,040","24,240","24,480","23,490"
Personal care and service occupations,Motion Picture Projectionists,"5,480",0.12,"5,620",,"6,290",,"7,630",,"8,030",,24750,24540,23260,22430,21600,"22,100","21,490","20,830","20,230","19,830"
Personal care and service occupations,"Ushers, Lobby Attendants, and Ticket Takers","117,920",2.61,"114,000",,"113,700",,"106,770",,"106,860",,21740,21060,20530,20370,20320,"19,920","19,180","18,760","18,680","18,730"
Personal care and service occupations,Amusement and Recreation Attendants,"286,740",6.35,"273,870",,"274,230",,"260,680",,"256,400",,22000,21360,20590,20310,20020,"20,160","19,280","18,880","18,810","18,710"
Personal care and service occupations,Costume Attendants,"6,640",0.15,"6,120",,"6,270",,"5,900",,"5,660",,50470,52870,50270,49400,44830,"45,900","44,500","41,670","36,650","36,760"
